week_ending,hb,hbqf,simd_quintile,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_simd,admissions_2018_19_per_month_simd,total_admissions_per_quarter_simd,admissions_2018_19_per_quarter_simd
2021-06-27,S08000025,NA,4,Emergency,NA,20,22,-9.1,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000026,NA,3,Emergency,NA,12,9.5,26.3,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000026,NA,4,Emergency,NA,18,15.5,16.1,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000028,NA,2,Emergency,NA,9,11,-18.2,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S08000028,NA,3,Emergency,NA,42,53.5,-21.5,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000029,NA,1,Emergency,NA,257,208,23.6,June 2021,June,2021,2021Q2,25024,25385.5,78826,83111
2021-06-27,S08000029,NA,2,Emergency,NA,227,202.5,12.1,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S08000029,NA,3,Emergency,NA,139,145.5,-4.5,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000029,NA,4,Emergency,NA,126,115,9.6,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000029,NA,5,Emergency,NA,101,104,-2.9,June 2021,June,2021,2021Q2,12951,12598.5,41277,40960
2021-06-27,S08000030,NA,1,Emergency,NA,204,212,-3.8,June 2021,June,2021,2021Q2,25024,25385.5,78826,83111
2021-06-27,S08000030,NA,2,Emergency,NA,187,181.5,3,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S08000030,NA,3,Emergency,NA,168,174,-3.4,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000030,NA,4,Emergency,NA,223,229.5,-2.8,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000030,NA,5,Emergency,NA,132,142,-7,June 2021,June,2021,2021Q2,12951,12598.5,41277,40960
2021-06-27,S08000031,NA,1,Emergency,NA,1091,1127,-3.2,June 2021,June,2021,2021Q2,25024,25385.5,78826,83111
2021-06-27,S08000031,NA,2,Emergency,NA,513,519,-1.2,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S08000031,NA,3,Emergency,NA,333,356.5,-6.6,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000031,NA,4,Emergency,NA,286,290,-1.4,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000031,NA,5,Emergency,NA,313,336.5,-7,June 2021,June,2021,2021Q2,12951,12598.5,41277,40960
2021-06-27,S08000032,NA,1,Emergency,NA,477,478.5,-0.3,June 2021,June,2021,2021Q2,25024,25385.5,78826,83111
2021-06-27,S08000032,NA,2,Emergency,NA,399,413.5,-3.5,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S08000032,NA,3,Emergency,NA,233,237.5,-1.9,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S08000032,NA,4,Emergency,NA,171,181.5,-5.8,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S08000032,NA,5,Emergency,NA,114,117,-2.6,June 2021,June,2021,2021Q2,12951,12598.5,41277,40960
2021-06-27,S92000003,d,1,Emergency,NA,3033,3134,-3.2,June 2021,June,2021,2021Q2,25024,25385.5,78826,83111
2021-06-27,S92000003,d,2,Emergency,NA,2644,2692.5,-1.8,June 2021,June,2021,2021Q2,21244,21499.5,67771,70737
2021-06-27,S92000003,d,3,Emergency,NA,2159,2296.5,-6,June 2021,June,2021,2021Q2,17826,18215,57248,59324
2021-06-27,S92000003,d,4,Emergency,NA,1954,1955.5,-0.1,June 2021,June,2021,2021Q2,15710,15270.5,49883,49969
2021-06-27,S92000003,d,5,Emergency,NA,1604,1580.5,1.5,June 2021,June,2021,2021Q2,12951,12598.5,41277,40960
2021-07-04,S08000015,NA,1,Emergency,NA,355,382,-7.1,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000015,NA,2,Emergency,NA,254,246.5,3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000015,NA,3,Emergency,NA,168,161.5,4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000015,NA,4,Emergency,NA,125,115.5,8.2,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000015,NA,5,Emergency,NA,97,97,0,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000016,NA,1,Emergency,NA,20,18,11.1,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000016,NA,2,Emergency,NA,39,41.5,-6,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000016,NA,3,Emergency,NA,89,85,4.7,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000016,NA,4,Emergency,NA,55,63,-12.7,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000016,NA,5,Emergency,NA,14,11.5,21.7,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000017,NA,1,Emergency,NA,39,38.5,1.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000017,NA,2,Emergency,NA,81,94,-13.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000017,NA,3,Emergency,NA,93,137,-32.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000017,NA,4,Emergency,NA,63,50.5,24.8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000017,NA,5,Emergency,NA,27,24.5,10.2,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000019,NA,1,Emergency,NA,139,203,-31.5,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000019,NA,2,Emergency,NA,143,228.5,-37.4,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000019,NA,3,Emergency,NA,149,196.5,-24.2,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000019,NA,4,Emergency,NA,112,145.5,-23,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000019,NA,5,Emergency,NA,79,119,-33.6,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000020,NA,1,Emergency,NA,93,89,4.5,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000020,NA,2,Emergency,NA,213,201,6,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000020,NA,3,Emergency,NA,220,210,4.8,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000020,NA,4,Emergency,NA,283,253.5,11.6,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000020,NA,5,Emergency,NA,278,195.5,42.2,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000022,NA,1,Emergency,NA,77,83,-7.2,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000022,NA,2,Emergency,NA,103,125,-17.6,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000022,NA,3,Emergency,NA,186,175.5,6,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000022,NA,4,Emergency,NA,141,157,-10.2,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000022,NA,5,Emergency,NA,34,39.5,-13.9,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000024,NA,1,Emergency,NA,313,272.5,14.9,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000024,NA,2,Emergency,NA,467,419.5,11.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000024,NA,3,Emergency,NA,309,275,12.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000024,NA,4,Emergency,NA,316,244,29.5,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000024,NA,5,Emergency,NA,387,381.5,1.4,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000025,NA,2,Emergency,NA,9,9.5,-5.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000025,NA,3,Emergency,NA,8,7,14.3,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000025,NA,4,Emergency,NA,26,20,30,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000026,NA,3,Emergency,NA,18,11,63.6,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000026,NA,4,Emergency,NA,20,14.5,37.9,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000028,NA,2,Emergency,NA,5,13,-61.5,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000028,NA,3,Emergency,NA,61,49.5,23.2,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000029,NA,1,Emergency,NA,201,211,-4.7,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000029,NA,2,Emergency,NA,204,198,3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000029,NA,3,Emergency,NA,127,152,-16.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000029,NA,4,Emergency,NA,143,128,11.7,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000029,NA,5,Emergency,NA,104,91,14.3,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000030,NA,1,Emergency,NA,188,192.5,-2.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000030,NA,2,Emergency,NA,214,192.5,11.2,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000030,NA,3,Emergency,NA,160,180.5,-11.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000030,NA,4,Emergency,NA,235,228.5,2.8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000030,NA,5,Emergency,NA,170,160.5,5.9,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000031,NA,1,Emergency,NA,1085,1150.5,-5.7,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000031,NA,2,Emergency,NA,534,539,-0.9,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000031,NA,3,Emergency,NA,338,351,-3.7,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000031,NA,4,Emergency,NA,288,324,-11.1,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000031,NA,5,Emergency,NA,324,325.5,-0.5,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S08000032,NA,1,Emergency,NA,494,495.5,-0.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S08000032,NA,2,Emergency,NA,394,414.5,-4.9,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S08000032,NA,3,Emergency,NA,247,232.5,6.2,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S08000032,NA,4,Emergency,NA,188,173.5,8.4,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S08000032,NA,5,Emergency,NA,116,118,-1.7,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-04,S92000003,d,1,Emergency,NA,3005,3136.5,-4.2,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-04,S92000003,d,2,Emergency,NA,2664,2725.5,-2.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-04,S92000003,d,3,Emergency,NA,2173,2224,-2.3,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-04,S92000003,d,4,Emergency,NA,1996,1918.5,4,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-04,S92000003,d,5,Emergency,NA,1631,1566,4.2,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000015,NA,1,Emergency,NA,364,377,-3.4,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000015,NA,2,Emergency,NA,225,256,-12.1,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000015,NA,3,Emergency,NA,165,154,7.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000015,NA,4,Emergency,NA,148,109.5,35.2,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000015,NA,5,Emergency,NA,81,86,-5.8,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000016,NA,1,Emergency,NA,13,19,-31.6,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000016,NA,2,Emergency,NA,39,57.5,-32.2,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000016,NA,3,Emergency,NA,64,86,-25.6,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000016,NA,4,Emergency,NA,47,44,6.8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000016,NA,5,Emergency,NA,18,18,0,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000017,NA,1,Emergency,NA,47,34,38.2,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000017,NA,2,Emergency,NA,81,96.5,-16.1,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000017,NA,3,Emergency,NA,111,118,-5.9,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000017,NA,4,Emergency,NA,50,42.5,17.6,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000017,NA,5,Emergency,NA,32,22.5,42.2,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000019,NA,1,Emergency,NA,122,204.5,-40.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000019,NA,2,Emergency,NA,159,254,-37.4,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000019,NA,3,Emergency,NA,122,177,-31.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000019,NA,4,Emergency,NA,103,150,-31.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000019,NA,5,Emergency,NA,89,117.5,-24.3,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000020,NA,1,Emergency,NA,98,76,28.9,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000020,NA,2,Emergency,NA,214,199,7.5,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000020,NA,3,Emergency,NA,194,209,-7.2,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000020,NA,4,Emergency,NA,241,251,-4,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000020,NA,5,Emergency,NA,224,205,9.3,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000022,NA,1,Emergency,NA,84,78.5,7,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000022,NA,2,Emergency,NA,140,114,22.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000022,NA,3,Emergency,NA,166,201,-17.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000022,NA,4,Emergency,NA,133,144.5,-8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000022,NA,5,Emergency,NA,30,42,-28.6,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000024,NA,1,Emergency,NA,287,270,6.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000024,NA,2,Emergency,NA,433,445,-2.7,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000024,NA,3,Emergency,NA,317,271,17,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000024,NA,4,Emergency,NA,314,251,25.1,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000024,NA,5,Emergency,NA,377,345,9.3,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000025,NA,2,Emergency,NA,11,6,83.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000025,NA,3,Emergency,NA,6,8,-25,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000025,NA,4,Emergency,NA,25,13,92.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000026,NA,3,Emergency,NA,16,17,-5.9,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000026,NA,4,Emergency,NA,17,17,0,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000028,NA,2,Emergency,NA,8,8.5,-5.9,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000028,NA,3,Emergency,NA,50,54,-7.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000029,NA,1,Emergency,NA,215,209,2.9,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000029,NA,2,Emergency,NA,233,203,14.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000029,NA,3,Emergency,NA,157,142,10.6,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000029,NA,4,Emergency,NA,119,111,7.2,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000029,NA,5,Emergency,NA,102,81,25.9,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000030,NA,1,Emergency,NA,214,201.5,6.2,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000030,NA,2,Emergency,NA,191,214.5,-11,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000030,NA,3,Emergency,NA,151,177,-14.7,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000030,NA,4,Emergency,NA,240,230,4.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000030,NA,5,Emergency,NA,158,148,6.8,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000031,NA,1,Emergency,NA,1039,1205,-13.8,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000031,NA,2,Emergency,NA,478,514,-7,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000031,NA,3,Emergency,NA,387,347,11.5,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000031,NA,4,Emergency,NA,324,281.5,15.1,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000031,NA,5,Emergency,NA,355,315,12.7,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S08000032,NA,1,Emergency,NA,476,470.5,1.2,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S08000032,NA,2,Emergency,NA,375,420.5,-10.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S08000032,NA,3,Emergency,NA,231,243.5,-5.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S08000032,NA,4,Emergency,NA,192,176.5,8.8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S08000032,NA,5,Emergency,NA,117,131.5,-11,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-11,S92000003,d,1,Emergency,NA,2963,3146.5,-5.8,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-11,S92000003,d,2,Emergency,NA,2589,2790.5,-7.2,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-11,S92000003,d,3,Emergency,NA,2137,2204.5,-3.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-11,S92000003,d,4,Emergency,NA,1956,1822.5,7.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-11,S92000003,d,5,Emergency,NA,1583,1512.5,4.7,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000015,NA,1,Emergency,NA,328,357.5,-8.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000015,NA,2,Emergency,NA,215,237,-9.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000015,NA,3,Emergency,NA,150,162.5,-7.7,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000015,NA,4,Emergency,NA,136,109,24.8,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000015,NA,5,Emergency,NA,77,91.5,-15.8,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000016,NA,1,Emergency,NA,9,18.5,-51.4,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000016,NA,2,Emergency,NA,41,45,-8.9,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000016,NA,3,Emergency,NA,77,70,10,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000016,NA,4,Emergency,NA,47,52.5,-10.5,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000016,NA,5,Emergency,NA,11,17.5,-37.1,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000017,NA,1,Emergency,NA,42,37.5,12,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000017,NA,2,Emergency,NA,91,88.5,2.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000017,NA,3,Emergency,NA,104,126.5,-17.8,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000017,NA,4,Emergency,NA,51,46.5,9.7,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000017,NA,5,Emergency,NA,18,19,-5.3,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000019,NA,1,Emergency,NA,141,201.5,-30,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000019,NA,2,Emergency,NA,135,198,-31.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000019,NA,3,Emergency,NA,129,172,-25,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000019,NA,4,Emergency,NA,100,143.5,-30.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000019,NA,5,Emergency,NA,86,115,-25.2,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000020,NA,1,Emergency,NA,76,89,-14.6,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000020,NA,2,Emergency,NA,211,197.5,6.8,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000020,NA,3,Emergency,NA,222,208.5,6.5,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000020,NA,4,Emergency,NA,235,228,3.1,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000020,NA,5,Emergency,NA,220,203,8.4,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000022,NA,1,Emergency,NA,72,86,-16.3,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000022,NA,2,Emergency,NA,111,124,-10.5,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000022,NA,3,Emergency,NA,171,190.5,-10.2,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000022,NA,4,Emergency,NA,146,152.5,-4.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000022,NA,5,Emergency,NA,36,36.5,-1.4,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000024,NA,1,Emergency,NA,288,273,5.5,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000024,NA,2,Emergency,NA,440,436,0.9,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000024,NA,3,Emergency,NA,294,286.5,2.6,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000024,NA,4,Emergency,NA,267,259,3.1,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000024,NA,5,Emergency,NA,372,350.5,6.1,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000025,NA,2,Emergency,NA,7,6,16.7,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000025,NA,3,Emergency,NA,11,7,57.1,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000025,NA,4,Emergency,NA,21,16.5,27.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000026,NA,2,Emergency,NA,6,4.5,33.3,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000026,NA,3,Emergency,NA,10,15.5,-35.5,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000026,NA,4,Emergency,NA,16,12,33.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000028,NA,2,Emergency,NA,9,11.5,-21.7,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000028,NA,3,Emergency,NA,38,45.5,-16.5,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000029,NA,1,Emergency,NA,243,233.5,4.1,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
2021-07-18,S08000029,NA,2,Emergency,NA,212,199,6.5,July 2021,July,2021,2021Q3,20544,21488.5,66483,69730.5
2021-07-18,S08000029,NA,3,Emergency,NA,145,147,-1.4,July 2021,July,2021,2021Q3,17154,17474,56204,57716.5
2021-07-18,S08000029,NA,4,Emergency,NA,129,117,10.3,July 2021,July,2021,2021Q3,15361,14839.5,49717,49359.5
2021-07-18,S08000029,NA,5,Emergency,NA,108,92,17.4,July 2021,July,2021,2021Q3,12501,12157.5,41031,40706
2021-07-18,S08000030,NA,1,Emergency,NA,197,216.5,-9,July 2021,July,2021,2021Q3,23706,25271.5,78011,82433
