week_ending,hb,hbqf,age_group,age_group_qf,sex,sex_qf,admission_type,admission_type_qf,number_admissions,average20182019,percent_variation,wk_ending_yr_month,wk_ending_month,wk_ending_year,year_quarter,total_admissions_per_month_age,admissions_2018_19_per_month_age,total_admissions_per_quarter_age,admissions_2018_19_per_quarter_age,total_admissions_per_month_sex,admissions_2018_19_per_month_sex,total_admissions_per_quarter_sex,admissions_2018_19_per_quarter_sex
2021-10-31,S08000030,NA,15 - 44,NA,All,d,Emergency,NA,210,172.5,21.7,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,45 - 64,NA,All,d,Emergency,NA,220,200.5,9.7,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,65 - 74,NA,All,d,Emergency,NA,177,134.5,31.6,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,75 - 84,NA,All,d,Emergency,NA,178,170,4.7,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,85 and over,NA,All,d,Emergency,NA,135,130,3.8,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,All ages,d,All,d,Emergency,NA,1061,922,15.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000030,NA,All ages,d,Female,NA,Emergency,NA,533,462,15.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000030,NA,All ages,d,Male,NA,Emergency,NA,527,449.5,17.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000031,NA,Under 5,NA,All,d,Emergency,NA,230,204.5,12.5,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,5 - 14,NA,All,d,Emergency,NA,118,85,38.8,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,15 - 44,NA,All,d,Emergency,NA,530,572.5,-7.4,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,45 - 64,NA,All,d,Emergency,NA,661,692,-4.5,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,65 - 74,NA,All,d,Emergency,NA,418,395,5.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,75 - 84,NA,All,d,Emergency,NA,473,465,1.7,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,85 and over,NA,All,d,Emergency,NA,265,296.5,-10.6,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,All ages,d,All,d,Emergency,NA,2695,2710.5,-0.6,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000031,NA,All ages,d,Female,NA,Emergency,NA,1332,1334.5,-0.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000031,NA,All ages,d,Male,NA,Emergency,NA,1330,1344.5,-1.1,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S08000032,NA,Under 5,NA,All,d,Emergency,NA,104,102,2,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,5 - 14,NA,All,d,Emergency,NA,37,50.5,-26.7,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,15 - 44,NA,All,d,Emergency,NA,262,303.5,-13.7,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,45 - 64,NA,All,d,Emergency,NA,380,393,-3.3,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,65 - 74,NA,All,d,Emergency,NA,247,249,-0.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,75 - 84,NA,All,d,Emergency,NA,248,265,-6.4,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,85 and over,NA,All,d,Emergency,NA,121,124,-2.4,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,All ages,d,All,d,Emergency,NA,1399,1487,-5.9,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S08000032,NA,All ages,d,Female,NA,Emergency,NA,707,747,-5.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S08000032,NA,All ages,d,Male,NA,Emergency,NA,687,729.5,-5.8,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-10-31,S92000003,d,Under 5,NA,All,d,Emergency,NA,1058,978.5,8.1,October 2021,October,2021,2021Q4,10788,9089,27164,28849,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,5 - 14,NA,All,d,Emergency,NA,442,392.5,12.6,October 2021,October,2021,2021Q4,4042,4137.5,11254,11689.5,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,15 - 44,NA,All,d,Emergency,NA,2163,2315,-6.6,October 2021,October,2021,2021Q4,21458,24468.5,55722,62334,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,45 - 64,NA,All,d,Emergency,NA,2689,2794,-3.8,October 2021,October,2021,2021Q4,26078,28375,67887,73111.5,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,65 - 74,NA,All,d,Emergency,NA,1893,1841,2.8,October 2021,October,2021,2021Q4,18661,18866.5,48063,49912,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,75 - 84,NA,All,d,Emergency,NA,2048,2105.5,-2.7,October 2021,October,2021,2021Q4,20707,21006.5,52751,55496,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,85 and over,NA,All,d,Emergency,NA,1273,1320.5,-3.6,October 2021,October,2021,2021Q4,13417,13729.5,35698,36582.5,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,All ages,d,All,d,Emergency,NA,11566,11747,-1.5,October 2021,October,2021,2021Q4,229484,237904,595174,633008,230365,239467.5,597251,636277.5
2021-10-31,S92000003,d,All ages,d,Female,NA,Emergency,NA,5767,5838.5,-1.2,October 2021,October,2021,2021Q4,229484,237904,595174,633008,57392,59459,148978,158248
2021-10-31,S92000003,d,All ages,d,Male,NA,Emergency,NA,5685,5764.5,-1.4,October 2021,October,2021,2021Q4,229484,237904,595174,633008,56878,58650,147484,156457
2021-11-07,S08000015,NA,Under 5,NA,All,d,Emergency,NA,128,109,17.4,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,5 - 14,NA,All,d,Emergency,NA,43,42.5,1.2,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,15 - 44,NA,All,d,Emergency,NA,159,198.5,-19.9,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,45 - 64,NA,All,d,Emergency,NA,229,250,-8.4,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,65 - 74,NA,All,d,Emergency,NA,155,179,-13.4,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,75 - 84,NA,All,d,Emergency,NA,153,178,-14,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,85 and over,NA,All,d,Emergency,NA,99,100.5,-1.5,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,All ages,d,All,d,Emergency,NA,966,1057.5,-8.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000015,NA,All ages,d,Female,NA,Emergency,NA,499,518,-3.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000015,NA,All ages,d,Male,NA,Emergency,NA,465,526,-11.6,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000016,NA,Under 5,NA,All,d,Emergency,NA,15,31.5,-52.4,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,5 - 14,NA,All,d,Emergency,NA,12,10,20,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,15 - 44,NA,All,d,Emergency,NA,27,26.5,1.9,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,45 - 64,NA,All,d,Emergency,NA,28,40,-30,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,65 - 74,NA,All,d,Emergency,NA,35,43.5,-19.5,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,75 - 84,NA,All,d,Emergency,NA,36,47,-23.4,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,85 and over,NA,All,d,Emergency,NA,29,44,-34.1,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,All ages,d,All,d,Emergency,NA,182,242.5,-24.9,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000016,NA,All ages,d,Female,NA,Emergency,NA,100,124.5,-19.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000016,NA,All ages,d,Male,NA,Emergency,NA,82,113,-27.4,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000017,NA,Under 5,NA,All,d,Emergency,NA,49,29.5,66.1,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,5 - 14,NA,All,d,Emergency,NA,14,14.5,-3.4,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,15 - 44,NA,All,d,Emergency,NA,62,58,6.9,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,45 - 64,NA,All,d,Emergency,NA,62,70,-11.4,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,65 - 74,NA,All,d,Emergency,NA,45,61,-26.2,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,75 - 84,NA,All,d,Emergency,NA,57,69,-17.4,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,85 and over,NA,All,d,Emergency,NA,53,53.5,-0.9,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,All ages,d,All,d,Emergency,NA,342,355.5,-3.8,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000017,NA,All ages,d,Female,NA,Emergency,NA,167,184,-9.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000017,NA,All ages,d,Male,NA,Emergency,NA,175,166,5.4,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000019,NA,Under 5,NA,All,d,Emergency,NA,71,90,-21.1,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,5 - 14,NA,All,d,Emergency,NA,31,34.5,-10.1,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,15 - 44,NA,All,d,Emergency,NA,120,151,-20.5,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,45 - 64,NA,All,d,Emergency,NA,142,173.5,-18.2,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,65 - 74,NA,All,d,Emergency,NA,112,134,-16.4,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,75 - 84,NA,All,d,Emergency,NA,91,153,-40.5,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,85 and over,NA,All,d,Emergency,NA,70,92.5,-24.3,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,All ages,d,All,d,Emergency,NA,637,828.5,-23.1,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000019,NA,All ages,d,Female,NA,Emergency,NA,304,406.5,-25.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000019,NA,All ages,d,Male,NA,Emergency,NA,333,412.5,-19.3,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000020,NA,Under 5,NA,All,d,Emergency,NA,85,89,-4.5,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,5 - 14,NA,All,d,Emergency,NA,66,46.5,41.9,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,15 - 44,NA,All,d,Emergency,NA,181,192.5,-6,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,45 - 64,NA,All,d,Emergency,NA,226,237.5,-4.8,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,65 - 74,NA,All,d,Emergency,NA,176,154.5,13.9,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,75 - 84,NA,All,d,Emergency,NA,190,169.5,12.1,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,85 and over,NA,All,d,Emergency,NA,141,143.5,-1.7,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,All ages,d,All,d,Emergency,NA,1065,1033,3.1,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000020,NA,All ages,d,Female,NA,Emergency,NA,513,524.5,-2.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000020,NA,All ages,d,Male,NA,Emergency,NA,545,495.5,10,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000022,NA,Under 5,NA,All,d,Emergency,NA,61,43.5,40.2,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,5 - 14,NA,All,d,Emergency,NA,29,23,26.1,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,15 - 44,NA,All,d,Emergency,NA,134,131,2.3,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,45 - 64,NA,All,d,Emergency,NA,120,150,-20,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,65 - 74,NA,All,d,Emergency,NA,76,111,-31.5,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,75 - 84,NA,All,d,Emergency,NA,95,110.5,-14,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,85 and over,NA,All,d,Emergency,NA,55,68,-19.1,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,All ages,d,All,d,Emergency,NA,570,637,-10.5,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000022,NA,All ages,d,Female,NA,Emergency,NA,297,311,-4.5,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000022,NA,All ages,d,Male,NA,Emergency,NA,263,310.5,-15.3,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000024,NA,Under 5,NA,All,d,Emergency,NA,185,154.5,19.7,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,5 - 14,NA,All,d,Emergency,NA,76,50.5,50.5,November 2021,November,2021,2021Q4,3972,3712.5,11254,11689.5,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,15 - 44,NA,All,d,Emergency,NA,334,385.5,-13.4,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,45 - 64,NA,All,d,Emergency,NA,463,393,17.8,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,65 - 74,NA,All,d,Emergency,NA,282,238,18.5,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,75 - 84,NA,All,d,Emergency,NA,299,264,13.3,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,85 and over,NA,All,d,Emergency,NA,229,211,8.5,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,All ages,d,All,d,Emergency,NA,1869,1696.5,10.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000024,NA,All ages,d,Female,NA,Emergency,NA,935,867.5,7.8,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000024,NA,All ages,d,Male,NA,Emergency,NA,907,797.5,13.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000025,NA,15 - 44,NA,All,d,Emergency,NA,7,6,16.7,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000025,NA,45 - 64,NA,All,d,Emergency,NA,6,8.5,-29.4,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000025,NA,65 - 74,NA,All,d,Emergency,NA,8,3.5,128.6,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000025,NA,75 - 84,NA,All,d,Emergency,NA,11,6.5,69.2,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000025,NA,All ages,d,All,d,Emergency,NA,35,30,16.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000025,NA,All ages,d,Female,NA,Emergency,NA,15,15.5,-3.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000025,NA,All ages,d,Male,NA,Emergency,NA,20,13.5,48.1,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000026,NA,15 - 44,NA,All,d,Emergency,NA,10,8.5,17.6,November 2021,November,2021,2021Q4,18035,19691.5,55722,62334,188353,197471,597251,636277.5
2021-11-07,S08000026,NA,45 - 64,NA,All,d,Emergency,NA,7,9.5,-26.3,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000026,NA,65 - 74,NA,All,d,Emergency,NA,5,4.5,11.1,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000026,NA,75 - 84,NA,All,d,Emergency,NA,6,7.5,-20,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000026,NA,All ages,d,All,d,Emergency,NA,32,34.5,-7.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000026,NA,All ages,d,Female,NA,Emergency,NA,14,17.5,-20,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000026,NA,All ages,d,Male,NA,Emergency,NA,16,15,6.7,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
2021-11-07,S08000028,NA,Under 5,NA,All,d,Emergency,NA,7,2,250,November 2021,November,2021,2021Q4,8766,9724,27164,28849,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,45 - 64,NA,All,d,Emergency,NA,11,12,-8.3,November 2021,November,2021,2021Q4,21591,22461.5,67887,73111.5,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,65 - 74,NA,All,d,Emergency,NA,12,7.5,60,November 2021,November,2021,2021Q4,14842,15301.5,48063,49912,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,75 - 84,NA,All,d,Emergency,NA,10,11,-9.1,November 2021,November,2021,2021Q4,16038,16579.5,52751,55496,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,85 and over,NA,All,d,Emergency,NA,5,8,-37.5,November 2021,November,2021,2021Q4,10901,11205.5,35698,36582.5,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,All ages,d,All,d,Emergency,NA,51,50,2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,188353,197471,597251,636277.5
2021-11-07,S08000028,NA,All ages,d,Female,NA,Emergency,NA,27,24.5,10.2,November 2021,November,2021,2021Q4,187760,196572,595174,633008,47174,49106,148978,158248
2021-11-07,S08000028,NA,All ages,d,Male,NA,Emergency,NA,23,25,-8,November 2021,November,2021,2021Q4,187760,196572,595174,633008,46378,48671,147484,156457
